Title,Upload Date,Module,Authors,Print Publication Date,DOI,ISBN,Sub-discipline,LINK,Site Module Name
Plague: A Very Short Introduction,Jun-21,Medicine and Health,Slack,2021,10.1093/actrade/9780198871118.001.0001,9780198871118,"null, Medicine and Health, History of Medicine, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198871118.001.0001/actrade-9780198871118,VSIO_SUBJECTS:MED00010
Plague: A Very Short Introduction,Sep-13,Medicine and Health,Slack,2012,10.1093/actrade/9780199589548.001.0001,9780199589548,"null, Medicine and Health, History of Medicine, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199589548.001.0001/actrade-9780199589548,VSIO_SUBJECTS:MED00010
Pandemics: A Very Short Introduction,Dec-16,Medicine and Health,McMillen,2016,10.1093/actrade/9780199340071.001.0001,9780199340071,"null, Medicine and Health, Public Health and Epidemiology, Epidemiology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199340071.001.0001/actrade-9780199340071,VSIO_SUBJECTS:MED00010
The Future: A Very Short Introduction,Mar-17,Social Sciences,Gidley,2017,10.1093/actrade/9780198735281.001.0001,9780198735281,"Social Sciences, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198735281.001.0001/actrade-9780198735281,VSIO_SUBJECTS:SOC00010
Geopolitics: A Very Short Introduction,Sep-13,Social Sciences,Dodds,2007,10.1093/actrade/9780199206582.001.0001,9780199206582,"Social Sciences, Politics, Political Theory, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199206582.001.0001/actrade-9780199206582,VSIO_SUBJECTS:SOC00010
Korea: A Very Short Introduction,Jan-20,Social Sciences,Seth,2020,10.1093/actrade/9780198830771.001.0001,9780198830771,"Social Sciences, Politics, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198830771.001.0001/actrade-9780198830771,VSIO_SUBJECTS:SOC00010
The U.S. Congress: A Very Short Introduction,Jul-16,Social Sciences,Ritchie,2016,10.1093/actrade/9780190280147.001.0001,9780190280147,"Social Sciences, Politics, Political Institutions, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780190280147.001.0001/actrade-9780190280147,VSIO_SUBJECTS:SOC00010
Populism: A Very Short Introduction,Feb-17,Social Sciences,"Mudde, Rovira Kaltwasser",2017,10.1093/actrade/9780190234874.001.0001,9780190234874,"Social Sciences, Politics, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780190234874.001.0001/actrade-9780190234874,VSIO_SUBJECTS:SOC00010
Rousseau: A Very Short Introduction,Sep-13,Social Sciences,Wokler,2001,10.1093/actrade/9780192801982.001.0001,9780192801982,"Social Sciences, Politics, Political Theory, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780192801982.001.0001/actrade-9780192801982,VSIO_SUBJECTS:SOC00010
International Relations: A Very Short Introduction,Sep-13,Social Sciences,Wilkinson,2007,10.1093/actrade/9780192801579.001.0001,9780192801579,"Social Sciences, Politics, International Relations, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780192801579.001.0001/actrade-9780192801579,VSIO_SUBJECTS:SOC00010
Fascism: A Very Short Introduction,Sep-13,Social Sciences,Passmore,2002,10.1093/actrade/9780192801555.001.0001,9780192801555,"Social Sciences, Politics, Political Theory, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780192801555.001.0001/actrade-9780192801555,VSIO_SUBJECTS:SOC00010
Federalism: A Very Short Introduction,Nov-19,Social Sciences,"Rozell, Wilcox",2019,10.1093/actrade/9780190900052.001.0001,9780190900052,"Social Sciences, Politics, Political Institutions, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780190900052.001.0001/actrade-9780190900052,VSIO_SUBJECTS:SOC00010
The American Presidency: A Very Short Introduction,Jul-16,Social Sciences,Jones,2016,10.1093/actrade/9780190458201.001.0001,9780190458201,"Social Sciences, Politics, US Politics, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780190458201.001.0001/actrade-9780190458201,VSIO_SUBJECTS:SOC00010
The United Nations: A Very Short Introduction,Jun-15,Social Sciences,Hanhimäki,2015,10.1093/actrade/9780190222703.001.0001,9780190222703,"Social Sciences, Politics, Political Institutions, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780190222703.001.0001/actrade-9780190222703,VSIO_SUBJECTS:SOC00010
Capitalism: A Very Short Introduction,Jun-15,Social Sciences,Fulcher,2015,10.1093/actrade/9780198726074.001.0001,9780198726074,"Social Sciences, Politics, Political Theory, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198726074.001.0001/actrade-9780198726074,VSIO_SUBJECTS:SOC00010
Demography: A Very Short Introduction,May-18,Social Sciences,Harper,2018,10.1093/actrade/9780198725732.001.0001,9780198725732,"Social Sciences, Sociology, Population and Demography, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198725732.001.0001/actrade-9780198725732,VSIO_SUBJECTS:SOC00010
Ageing: A Very Short Introduction,Nov-16,Social Sciences,Pachana,2016,10.1093/actrade/9780198725329.001.0001,9780198725329,"Social Sciences, Sociology, Gerontology and Ageing, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198725329.001.0001/actrade-9780198725329,VSIO_SUBJECTS:SOC00010
Criminal Justice: A Very Short Introduction,Aug-15,Social Sciences,Roberts,2015,10.1093/actrade/9780198716495.001.0001,9780198716495,"Social Sciences, Criminology and Criminal Justice, Criminal Justice, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198716495.001.0001/actrade-9780198716495,VSIO_SUBJECTS:SOC00010
Sociology: A Very Short Introduction,Sep-13,Social Sciences,Bruce,2000,10.1093/actrade/9780192853806.001.0001,9780192853806,"Social Sciences, Sociology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780192853806.001.0001/actrade-9780192853806,VSIO_SUBJECTS:SOC00010
Politics: A Very Short Introduction,Sep-13,Social Sciences,Minogue,2000,10.1093/actrade/9780192853882.001.0001,9780192853882,"Social Sciences, Politics, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780192853882.001.0001/actrade-9780192853882,VSIO_SUBJECTS:SOC00010
American Political Parties and Elections: A Very Short Introduction,Sep-13,Social Sciences,Maisel,2007,10.1093/actrade/9780195301229.001.0001,9780195301229,"Social Sciences, Politics, US Politics, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780195301229.001.0001/actrade-9780195301229,VSIO_SUBJECTS:SOC00010
Global Catastrophes: A Very Short Introduction,Aug-14,Social Sciences,McGuire,2014,10.1093/actrade/9780198715931.001.0001,9780198715931,"Social Sciences, Environment, Natural Disasters (Environment), null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198715931.001.0001/actrade-9780198715931,VSIO_SUBJECTS:SOC00010
American Political Parties and Elections: A Very Short Introduction,Jul-16,Social Sciences,Maisel,2016,10.1093/actrade/9780190458164.001.0001,9780190458164,"Social Sciences, Politics, US Politics, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780190458164.001.0001/actrade-9780190458164,VSIO_SUBJECTS:SOC00010
Nationalism: A Very Short Introduction,Sep-13,Social Sciences,Grosby,2005,10.1093/actrade/9780192840981.001.0001,9780192840981,"Social Sciences, Politics, Political Theory, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780192840981.001.0001/actrade-9780192840981,VSIO_SUBJECTS:SOC00010
Economics: A Very Short Introduction,Sep-13,Social Sciences,Dasgupta,2007,10.1093/actrade/9780192853455.001.0001,9780192853455,"Social Sciences, Economics, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780192853455.001.0001/actrade-9780192853455,VSIO_SUBJECTS:SOC00010
Social and Cultural Anthropology: A Very Short Introduction,Sep-13,Social Sciences,"Monaghan, Just",2000,10.1093/actrade/9780192853462.001.0001,9780192853462,"Social Sciences, Anthropology, Social and Cultural Anthropology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780192853462.001.0001/actrade-9780192853462,VSIO_SUBJECTS:SOC00010
Feminism: A Very Short Introduction,Sep-13,Social Sciences,Walters,2005,10.1093/actrade/9780192805102.001.0001,9780192805102,"Social Sciences, Sociology, Gender and Sexuality, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780192805102.001.0001/actrade-9780192805102,VSIO_SUBJECTS:SOC00010
Clausewitz: A Very Short Introduction,Sep-13,Social Sciences,Howard,2002,10.1093/actrade/9780192802576.001.0001,9780192802576,"Social Sciences, Politics, Political Theory, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780192802576.001.0001/actrade-9780192802576,VSIO_SUBJECTS:SOC00010
Citizenship: A Very Short Introduction,Sep-13,Social Sciences,Bellamy,2008,10.1093/actrade/9780192802538.001.0001,9780192802538,"Social Sciences, Politics, State and Local Government, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780192802538.001.0001/actrade-9780192802538,VSIO_SUBJECTS:SOC00010
Capitalism: A Very Short Introduction,Sep-13,Social Sciences,Fulcher,2004,10.1093/actrade/9780192802187.001.0001,9780192802187,"Social Sciences, Politics, Political Theory, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780192802187.001.0001/actrade-9780192802187,VSIO_SUBJECTS:SOC00010
Hegel: A Very Short Introduction,Sep-13,Social Sciences,Singer,2001,10.1093/actrade/9780192801975.001.0001,9780192801975,"Social Sciences, Politics, Political Theory, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780192801975.001.0001/actrade-9780192801975,VSIO_SUBJECTS:SOC00010
Modern Ireland: A Very Short Introduction,Sep-13,Social Sciences,Paseta,2003,10.1093/actrade/9780192801678.001.0001,9780192801678,"Social Sciences, Human Geography, Political Geography, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780192801678.001.0001/actrade-9780192801678,VSIO_SUBJECTS:SOC00010
Sexuality: A Very Short Introduction,Sep-13,Social Sciences,Mottier,2008,10.1093/actrade/9780199298020.001.0001,9780199298020,"Social Sciences, Sociology, Gender and Sexuality, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199298020.001.0001/actrade-9780199298020,VSIO_SUBJECTS:SOC00010
International Migration: A Very Short Introduction,Sep-13,Social Sciences,Koser,2007,10.1093/actrade/9780199298013.001.0001,9780199298013,"Social Sciences, Sociology, Migration Studies, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199298013.001.0001/actrade-9780199298013,VSIO_SUBJECTS:SOC00010
Advertising: A Very Short Introduction,Sep-13,Social Sciences,Fletcher,2010,10.1093/actrade/9780199568925.001.0001,9780199568925,"Social Sciences, Business and Management, Marketing, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199568925.001.0001/actrade-9780199568925,VSIO_SUBJECTS:SOC00010
Environmental Politics: A Very Short Introduction,Jan-16,Social Sciences,Dobson,2016,10.1093/actrade/9780199665570.001.0001,9780199665570,"Social Sciences, Environment, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199665570.001.0001/actrade-9780199665570,VSIO_SUBJECTS:SOC00010
Peace: A Very Short Introduction,Nov-14,Social Sciences,Richmond,2014,10.1093/actrade/9780199656004.001.0001,9780199656004,"Social Sciences, Politics, Political Theory, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199656004.001.0001/actrade-9780199656004,VSIO_SUBJECTS:SOC00010
Utopianism: A Very Short Introduction,Sep-13,Social Sciences,Sargent,2010,10.1093/actrade/9780199573400.001.0001,9780199573400,"Social Sciences, Politics, Political Theory, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199573400.001.0001/actrade-9780199573400,VSIO_SUBJECTS:SOC00010
Innovation: A Very Short Introduction,Sep-13,Social Sciences,"Dodgson, Gann",2010,10.1093/actrade/9780199568901.001.0001,9780199568901,"Social Sciences, Business and Management, Innovation, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199568901.001.0001/actrade-9780199568901,VSIO_SUBJECTS:SOC00010
The European Union: A Very Short Introduction,Sep-13,Social Sciences,"Pinder, Usherwood",2013,10.1093/actrade/9780199681693.001.0001,9780199681693,"Social Sciences, Politics, European Union, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199681693.001.0001/actrade-9780199681693,VSIO_SUBJECTS:SOC00010
International Security: A Very Short Introduction,Oct-13,Social Sciences,Browning,2013,10.1093/actrade/9780199668533.001.0001,9780199668533,"Social Sciences, Politics, International Relations, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199668533.001.0001/actrade-9780199668533,VSIO_SUBJECTS:SOC00010
Terrorism: A Very Short Introduction,Sep-13,Social Sciences,Townshend,2011,10.1093/actrade/9780199603947.001.0001,9780199603947,"Social Sciences, Warfare and Defence, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199603947.001.0001/actrade-9780199603947,VSIO_SUBJECTS:SOC00010
Liberalism: A Very Short Introduction,Jun-15,Social Sciences,Freeden,2015,10.1093/actrade/9780199670437.001.0001,9780199670437,"Social Sciences, Politics, Political Theory, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199670437.001.0001/actrade-9780199670437,VSIO_SUBJECTS:SOC00010
Management: A Very Short Introduction,Oct-13,Social Sciences,Hendry,2013,10.1093/actrade/9780199656981.001.0001,9780199656981,"Social Sciences, Business and Management, Management and Management Techniques, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199656981.001.0001/actrade-9780199656981,VSIO_SUBJECTS:SOC00010
Governance: A Very Short Introduction,Sep-13,Social Sciences,Bevir,2012,10.1093/actrade/9780199606412.001.0001,9780199606412,"Social Sciences, Politics, Political Theory, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199606412.001.0001/actrade-9780199606412,VSIO_SUBJECTS:SOC00010
Australia: A Very Short Introduction,Sep-13,Social Sciences,Morgan,2012,10.1093/actrade/9780199589937.001.0001,9780199589937,"Social Sciences, Human Geography, Political Geography, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199589937.001.0001/actrade-9780199589937,VSIO_SUBJECTS:SOC00010
Global Economic History: A Very Short Introduction,Sep-13,Social Sciences,Allen,2011,10.1093/actrade/9780199596652.001.0001,9780199596652,"Social Sciences, Economics, History of Economic Thought, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199596652.001.0001/actrade-9780199596652,VSIO_SUBJECTS:SOC00010
Fascism: A Very Short Introduction,May-14,Social Sciences,Passmore,2014,10.1093/actrade/9780199685363.001.0001,9780199685363,"Social Sciences, Politics, Political Theory, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199685363.001.0001/actrade-9780199685363,VSIO_SUBJECTS:SOC00010
Microeconomics: A Very Short Introduction,Apr-14,Social Sciences,Dixit,2014,10.1093/actrade/9780199689378.001.0001,9780199689378,"Social Sciences, Economics, Microeconomics, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199689378.001.0001/actrade-9780199689378,VSIO_SUBJECTS:SOC00010
Accounting: A Very Short Introduction,Mar-14,Social Sciences,Nobes,2014,10.1093/actrade/9780199684311.001.0001,9780199684311,"Social Sciences, Business and Management, Accounting, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199684311.001.0001/actrade-9780199684311,VSIO_SUBJECTS:SOC00010
Corruption: A Very Short Introduction,Apr-15,Social Sciences,Holmes,2015,10.1093/actrade/9780199689699.001.0001,9780199689699,"Social Sciences, Politics, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199689699.001.0001/actrade-9780199689699,VSIO_SUBJECTS:SOC00010
Entrepreneurship: A Very Short Introduction,Nov-13,Social Sciences,"Westhead, Wright",2013,10.1093/actrade/9780199670543.001.0001,9780199670543,"Social Sciences, Business and Management, Entrepreneurship, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199670543.001.0001/actrade-9780199670543,VSIO_SUBJECTS:SOC00010
Corporate Social Responsibility: A Very Short Introduction,Dec-14,Social Sciences,Moon,2014,10.1093/actrade/9780199671816.001.0001,9780199671816,"Social Sciences, Business and Management, Corporate Social Responsibility, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199671816.001.0001/actrade-9780199671816,VSIO_SUBJECTS:SOC00010
Geopolitics,Jun-14,Social Sciences,Dodds,2014,10.1093/actrade/9780199676781.001.0001,9780199676781,"Social Sciences, Politics, Political Theory, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199676781.001.0001/actrade-9780199676781,VSIO_SUBJECTS:SOC00010
Communism: A Very Short Introduction,Sep-13,Social Sciences,Holmes,2009,10.1093/actrade/9780199551545.001.0001,9780199551545,"Social Sciences, Politics, Political Theory, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199551545.001.0001/actrade-9780199551545,VSIO_SUBJECTS:SOC00010
Organizations: A Very Short Introduction,Sep-13,Social Sciences,Hatch,2011,10.1093/actrade/9780199584536.001.0001,9780199584536,"Social Sciences, Business and Management, Organizational Theory and Behaviour, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199584536.001.0001/actrade-9780199584536,VSIO_SUBJECTS:SOC00010
Risk: A Very Short Introduction,Sep-13,Social Sciences,"Fischhoff, Kadvany",2011,10.1093/actrade/9780199576203.001.0001,9780199576203,"Social Sciences, Research and Information, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199576203.001.0001/actrade-9780199576203,VSIO_SUBJECTS:SOC00010
The Body: A Very Short Introduction,Jan-16,Social Sciences,Shilling,2016,10.1093/actrade/9780198739036.001.0001,9780198739036,"Social Sciences, Sociology, Gender and Sexuality, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198739036.001.0001/actrade-9780198739036,VSIO_SUBJECTS:SOC00010
Home: A Very Short Introduction,Dec-16,Social Sciences,Fox,2016,10.1093/actrade/9780198747239.001.0001,9780198747239,"Social Sciences, Sociology, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198747239.001.0001/actrade-9780198747239,VSIO_SUBJECTS:SOC00010
Adam Smith: A Very Short Introduction,Oct-18,Social Sciences,Berry,2018,10.1093/actrade/9780198784456.001.0001,9780198784456,"Social Sciences, Economics, History of Economic Thought, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198784456.001.0001/actrade-9780198784456,VSIO_SUBJECTS:SOC00010
Military Strategy: A Very Short Introduction,Feb-17,Social Sciences,Echevarria,2017,10.1093/actrade/9780199340132.001.0001,9780199340132,"Social Sciences, Warfare and Defence, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780199340132.001.0001/actrade-9780199340132,VSIO_SUBJECTS:SOC00010
Innovation: A Very Short Introduction,Aug-18,Social Sciences,"Dodgson, Gann",2018,10.1093/actrade/9780198825043.001.0001,9780198825043,"Social Sciences, Business and Management, Innovation, null",https://www.veryshortintroductions.com/view/10.1093/actrade/9780198825043.001.0001/actrade-9780198825043,VSIO_SUBJECTS:SOC00010
